Effective date,S&P Global High Yield Sukuk Index
45265.0,166.55
45266.0,166.81
45267.0,166.82
45268.0,166.82
45271.0,166.88
45272.0,167.04
45273.0,167.25
45274.0,168.86
45275.0,169.03
45278.0,169.09
45279.0,169.25
45280.0,169.38
45281.0,169.44
45282.0,169.53
45286.0,169.85
45287.0,169.9
45288.0,169.91
45289.0,169.88
45293.0,169.64
45294.0,169.09
45295.0,168.94
45296.0,168.77
45299.0,168.73
45300.0,168.68
45301.0,168.89
45302.0,169.18
45303.0,169.4
45306.0,169.57
45307.0,169.39
45308.0,169.22
45309.0,169.36
45310.0,169.33
45313.0,169.58
45314.0,169.48
45315.0,169.77
45316.0,169.8
45317.0,169.92
45320.0,170.05
45321.0,170.11
45322.0,170.28
45323.0,170.48
45324.0,170.17
45327.0,170.25
45328.0,170.35
45329.0,170.63
45330.0,170.63
45331.0,170.6
45334.0,170.84
45335.0,170.4
45336.0,170.43
45337.0,170.72
45338.0,170.65
45341.0,170.74
45342.0,170.72
45343.0,170.98
45344.0,171.02
45345.0,171.27
45348.0,171.68
45349.0,171.6
45350.0,171.65
45351.0,171.89
45352.0,172.0
45355.0,171.91
